,time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,label
34,8500.0,41.0,0.82,19.0,0.71,35.0,1.41,0
35,8750.0,41.0,0.89,17.75,1.09,34.2,1.47,0
36,9000.0,41.5,0.5,18.0,1.502217960556055,33.0,1.620690389942681,0
37,9250.0,41.67,0.47,19.5,0.5,33.75,1.3,0
38,9500.0,41.25,0.83,20.25,0.43,34.25,1.3,0
39,9750.0,41.0,0.82,20.33,0.47,33.75,1.3,0
40,10000.0,41.5,0.5,21.0,1.502217960556055,33.75,1.3,0
41,10250.0,41.5,0.5,19.25,1.3,33.0,1.620690389942681,0
42,10500.0,41.5,0.5,17.75,0.83,34.5,1.5,0
43,10750.0,41.5,0.5,19.0,0.71,35.25,1.3,0
44,11000.0,41.5,0.5,15.5,2.18,33.0,1.620690389942681,0
45,11250.0,41.75,0.43,15.0,1.502217960556055,33.5,0.87,0
46,11500.0,41.75,0.43,14.75,0.43,33.0,1.620690389942681,0
47,11750.0,41.75,0.43,11.75,0.43,33.75,1.3,0
48,12000.0,41.75,0.43,13.75,1.09,34.5,1.5,0
49,12250.0,41.5,0.5,13.5,1.5,33.75,1.3,0
50,12500.0,41.5,0.5,13.33,1.25,33.0,1.620690389942681,0
51,12750.0,41.5,0.5,16.25,1.3,33.0,1.620690389942681,0
52,13000.0,41.75,0.43,17.75,0.43,32.5,0.5,0
53,13250.0,41.75,0.43,16.0,0.71,33.0,1.620690389942681,0
54,13500.0,42.0,1.4591417477568165,15.0,1.0,33.0,1.620690389942681,0
55,13750.0,42.0,1.4591417477568165,13.5,1.12,33.0,1.620690389942681,0
56,14000.0,41.75,0.43,13.0,1.22,33.0,1.620690389942681,0
57,14250.0,41.75,0.43,13.25,1.09,33.0,1.620690389942681,0
58,14500.0,41.5,0.5,12.25,0.43,33.0,1.620690389942681,0
59,14750.0,41.67,0.47,13.0,1.0,33.0,1.620690389942681,0
60,15000.0,41.5,0.5,12.5,0.87,33.0,1.620690389942681,0
61,15250.0,41.5,0.5,14.5,0.5,32.75,0.43,0
62,15500.0,41.33,0.47,14.67,2.49,33.75,1.3,0
63,15750.0,41.5,0.5,17.5,1.5,33.0,1.620690389942681,0
64,16000.0,41.5,0.5,16.5,1.12,33.75,1.3,0
65,16250.0,41.75,0.43,15.25,1.09,33.0,1.620690389942681,0
66,16500.0,42.0,1.4591417477568165,15.75,0.83,33.0,1.620690389942681,0
67,16750.0,41.75,0.43,15.75,0.43,33.0,1.620690389942681,0
68,17000.0,42.0,1.4591417477568165,15.0,1.502217960556055,33.0,1.620690389942681,0
69,17250.0,41.75,0.43,15.33,0.47,33.0,1.620690389942681,0
70,17500.0,42.0,1.4591417477568165,4.0,1.502217960556055,33.0,1.620690389942681,0
71,17750.0,41.75,0.43,9.5,1.8,33.0,1.620690389942681,0
72,18000.0,42.0,1.4591417477568165,10.67,0.47,33.0,1.620690389942681,0
73,18250.0,41.5,0.5,13.0,1.0,33.75,1.3,0
74,18500.0,41.5,0.5,9.0,2.16,33.0,1.620690389942681,0
75,18750.0,41.75,0.43,13.5,0.87,33.0,1.620690389942681,0
76,19000.0,42.0,1.4591417477568165,13.5,7.23,33.0,1.620690389942681,0
77,19250.0,41.75,0.43,10.0,3.08,33.0,1.620690389942681,0
78,19500.0,41.67,0.47,16.33,2.62,33.75,1.3,0
79,19750.0,42.0,1.4591417477568165,13.5,0.87,33.0,1.620690389942681,0
80,20000.0,41.75,0.43,13.0,0.71,33.0,1.620690389942681,0
81,20250.0,42.0,1.4591417477568165,9.25,2.68,33.0,1.620690389942681,0
82,20500.0,42.0,1.4591417477568165,13.75,2.17,33.0,1.620690389942681,0
83,20750.0,42.0,1.4591417477568165,18.0,1.22,33.75,1.3,0
84,21000.0,42.0,1.4591417477568165,18.25,0.43,35.25,1.3,0
85,21250.0,42.0,1.4591417477568165,18.0,1.502217960556055,36.0,1.620690389942681,0
86,21500.0,42.0,1.4591417477568165,17.0,0.82,36.0,1.620690389942681,0
87,21750.0,42.0,1.4591417477568165,16.0,0.71,33.75,1.3,0
88,22000.0,42.0,1.4591417477568165,16.5,1.12,35.0,1.41,0
89,22250.0,42.0,1.4591417477568165,15.75,0.83,33.75,1.3,0
90,22500.0,42.0,1.4591417477568165,18.0,1.502217960556055,33.75,1.3,0
91,22750.0,42.0,1.4591417477568165,18.0,1.502217960556055,34.75,1.09,0
92,23000.0,42.0,1.4591417477568165,18.0,1.502217960556055,35.0,1.22,0
93,23250.0,42.0,1.4591417477568165,18.0,1.502217960556055,34.5,1.5,0
94,23500.0,42.0,1.4591417477568165,18.0,1.502217960556055,33.67,0.94,0
95,23750.0,42.0,1.4591417477568165,19.5,0.5,35.25,1.3,0
96,24000.0,42.0,1.4591417477568165,18.0,1.502217960556055,35.75,0.43,0
97,24250.0,42.0,1.4591417477568165,18.0,1.502217960556055,35.0,1.41,0
98,24500.0,42.0,1.4591417477568165,18.0,1.502217960556055,35.0,1.41,0
99,24750.0,42.0,1.4591417477568165,18.0,1.502217960556055,35.25,1.3,0
100,25000.0,42.0,1.4591417477568165,18.0,1.502217960556055,36.0,1.620690389942681,0
101,25250.0,42.0,1.4591417477568165,18.75,0.83,35.25,1.3,0
102,25500.0,42.0,1.4591417477568165,20.25,0.43,35.0,1.22,0
103,25750.0,42.0,1.4591417477568165,20.25,0.43,34.25,1.3,0
104,26000.0,42.0,1.4591417477568165,19.5,0.5,35.75,0.43,0
105,26250.0,42.0,1.4591417477568165,18.75,0.43,35.0,1.22,0
106,26500.0,42.0,1.4591417477568165,18.0,1.502217960556055,35.0,1.41,0
107,26750.0,42.0,1.4591417477568165,18.0,1.502217960556055,34.0,1.41,0
108,27000.0,42.0,1.4591417477568165,18.0,1.502217960556055,35.25,1.3,0
109,27250.0,42.0,1.4591417477568165,18.0,1.502217960556055,35.25,1.3,0
110,27500.0,42.0,1.4591417477568165,18.0,1.502217960556055,35.25,1.3,0
111,27750.0,42.0,1.4591417477568165,17.75,0.43,36.0,1.620690389942681,0
112,28000.0,42.33,0.47,17.5,0.5,35.0,1.41,0
113,28250.0,42.0,1.4591417477568165,17.67,0.47,36.0,1.620690389942681,0
114,28500.0,42.0,1.4591417477568165,18.0,1.502217960556055,35.25,1.3,0
115,28750.0,42.0,1.4591417477568165,18.0,1.502217960556055,34.5,1.5,0
116,29000.0,42.0,1.4591417477568165,19.0,0.71,33.75,1.3,0
117,29250.0,42.0,1.4591417477568165,20.0,1.502217960556055,33.75,1.3,0
118,29500.0,42.0,1.4591417477568165,20.0,0.71,35.0,1.22,0
119,29750.0,42.0,1.4591417477568165,19.0,1.502217960556055,33.67,0.94,0
120,30000.0,42.0,1.4591417477568165,20.4,0.8,35.4,1.2,0
121,30250.0,42.0,1.4591417477568165,21.0,1.502217960556055,36.0,1.620690389942681,0
122,30500.0,42.0,1.4591417477568165,20.6,0.49,35.4,1.2,0
123,30750.0,42.0,1.4591417477568165,19.33,0.47,34.0,1.41,0
124,31000.0,42.0,1.4591417477568165,19.5,0.5,35.75,0.43,0
125,31250.0,42.0,1.4591417477568165,19.75,0.43,35.0,1.41,0
126,31500.0,42.0,1.4591417477568165,19.5,0.5,34.5,1.5,0
127,31750.0,42.0,1.4591417477568165,20.5,0.5,33.75,1.3,0
128,32000.0,42.0,1.4591417477568165,20.67,0.47,34.5,1.5,0
129,32250.0,42.0,1.4591417477568165,20.25,0.43,34.5,1.5,0
130,32500.0,42.0,1.4591417477568165,20.0,1.502217960556055,35.25,1.3,0
131,32750.0,42.0,1.4591417477568165,19.75,0.43,33.75,1.3,0
132,33000.0,42.0,1.4591417477568165,19.25,0.43,35.25,1.3,0
133,33250.0,42.0,1.4591417477568165,19.0,1.502217960556055,36.0,1.620690389942681,0
134,33500.0,42.0,1.4591417477568165,18.5,0.5,35.25,1.3,0
135,33750.0,42.0,1.4591417477568165,18.75,0.43,35.25,1.3,0
136,34000.0,42.0,1.4591417477568165,20.0,1.502217960556055,36.0,1.620690389942681,0
137,34250.0,42.0,1.4591417477568165,20.33,0.47,35.33,0.94,0
138,34500.0,42.0,1.4591417477568165,21.0,1.502217960556055,35.0,1.41,0
139,34750.0,42.0,1.4591417477568165,21.0,1.502217960556055,35.0,1.22,0
140,35000.0,42.0,1.4591417477568165,21.0,1.502217960556055,34.5,1.5,0
141,35250.0,42.0,1.4591417477568165,21.0,1.502217960556055,35.25,1.3,0
142,35500.0,42.0,1.4591417477568165,20.5,0.5,35.0,1.41,0
143,35750.0,42.0,1.4591417477568165,21.0,1.502217960556055,36.0,1.620690389942681,0
144,36000.0,42.0,1.4591417477568165,20.5,0.5,36.0,1.620690389942681,0
145,36250.0,42.0,1.4591417477568165,20.25,0.43,34.75,1.3,0
146,36500.0,42.0,1.4591417477568165,19.75,0.43,36.0,1.620690389942681,0
147,36750.0,42.0,1.4591417477568165,19.5,0.5,35.25,1.3,0
148,37000.0,42.0,1.4591417477568165,19.75,0.43,36.0,1.620690389942681,0
149,37250.0,42.0,1.4591417477568165,19.5,0.5,35.25,1.3,0
150,37500.0,42.0,1.4591417477568165,20.0,0.71,36.0,1.620690389942681,0
151,37750.0,42.0,1.4591417477568165,20.0,1.502217960556055,36.0,1.620690389942681,0
152,38000.0,42.0,1.4591417477568165,19.33,0.47,35.0,1.41,0
153,38250.0,42.0,1.4591417477568165,21.0,1.502217960556055,33.0,1.620690389942681,0
154,38500.0,41.0,1.22,22.5,1.12,33.5,0.87,0
155,38750.0,39.0,0.82,24.0,1.502217960556055,33.0,1.620690389942681,0
156,39000.0,39.0,1.4591417477568165,24.0,1.502217960556055,33.0,1.620690389942681,0
157,39250.0,39.0,1.4591417477568165,24.0,1.502217960556055,33.0,1.620690389942681,0
158,39500.0,39.0,1.4591417477568165,24.0,1.502217960556055,35.75,0.43,0
159,39750.0,38.75,0.43,24.0,1.502217960556055,35.25,1.3,0
160,40000.0,38.75,0.43,24.0,1.502217960556055,35.25,1.3,0
161,40250.0,38.5,0.5,24.0,1.502217960556055,33.75,1.3,0
162,40500.0,38.5,0.5,24.0,1.502217960556055,33.75,1.3,0
163,40750.0,38.0,1.0,24.0,1.502217960556055,33.0,1.620690389942681,0
164,41000.0,38.25,0.83,24.0,1.502217960556055,34.0,1.41,0
165,41250.0,38.5,0.5,24.0,1.502217960556055,34.0,1.41,0
166,41500.0,38.5,0.5,24.0,1.502217960556055,36.0,1.620690389942681,0
167,41750.0,38.67,0.47,24.0,1.502217960556055,35.0,1.41,0
168,42000.0,38.75,0.43,24.0,1.502217960556055,36.0,1.620690389942681,0
169,42250.0,38.5,0.5,24.75,0.43,35.25,1.3,0
170,42500.0,38.33,0.47,25.67,0.94,33.0,1.620690389942681,0
171,42750.0,38.75,0.43,24.0,1.502217960556055,33.75,1.3,0
172,43000.0,39.0,1.4591417477568165,19.25,1.64,36.0,1.620690389942681,0
173,43250.0,39.0,1.4591417477568165,17.75,0.43,35.25,1.3,0
174,43500.0,39.5,0.5,15.25,1.79,36.0,1.620690389942681,0
175,43750.0,41.25,0.43,15.0,0.71,36.0,1.620690389942681,0
176,44000.0,41.75,0.43,16.0,1.502217960556055,36.0,1.620690389942681,0
177,44250.0,41.25,0.83,14.75,0.43,36.0,1.620690389942681,0
178,44500.0,41.5,0.5,14.25,0.43,36.0,1.620690389942681,0
179,44750.0,41.25,0.83,15.5,0.5,35.25,0.83,0
180,45000.0,41.25,0.83,16.0,1.502217960556055,34.5,1.5,0
181,45250.0,41.0,1.0,16.0,1.502217960556055,35.25,1.3,0
182,45500.0,41.5,0.5,15.25,0.43,36.0,1.620690389942681,0
183,45750.0,41.25,0.83,16.0,1.502217960556055,36.0,1.620690389942681,0
184,46000.0,41.0,1.0,16.0,1.502217960556055,36.0,1.620690389942681,0
185,46250.0,40.5,0.5,16.0,1.502217960556055,36.0,1.620690389942681,0
186,46500.0,41.0,1.0,16.0,1.502217960556055,36.0,1.620690389942681,0
187,46750.0,40.67,0.47,16.0,1.502217960556055,36.0,1.620690389942681,0
188,47000.0,40.5,0.5,16.0,1.502217960556055,36.0,1.620690389942681,0
189,47250.0,40.75,0.83,16.25,0.43,36.0,1.620690389942681,0
190,47500.0,40.67,0.94,16.0,1.502217960556055,36.0,1.620690389942681,0
191,47750.0,40.5,0.5,16.0,1.502217960556055,36.0,1.620690389942681,0
192,48000.0,40.5,0.5,15.67,0.47,36.0,1.620690389942681,0
193,48250.0,40.5,0.5,16.0,1.502217960556055,36.0,1.620690389942681,0
194,48500.0,40.75,0.83,16.0,1.502217960556055,36.0,1.620690389942681,0
195,48750.0,41.0,1.0,17.0,1.502217960556055,36.0,1.620690389942681,0
196,49000.0,40.75,0.83,17.0,1.502217960556055,36.0,1.620690389942681,0
197,49250.0,40.75,0.83,17.0,1.502217960556055,36.0,1.620690389942681,0
198,49500.0,40.5,0.5,17.0,1.502217960556055,36.0,1.620690389942681,0
199,49750.0,40.5,0.5,16.75,0.43,36.0,1.620690389942681,0
200,50000.0,40.5,0.5,17.0,1.502217960556055,36.0,1.620690389942681,0
201,50250.0,40.5,0.5,16.33,0.47,36.0,1.620690389942681,0
202,50500.0,40.75,0.83,16.67,0.47,36.0,1.620690389942681,0
203,50750.0,40.5,0.5,17.0,1.502217960556055,36.0,1.620690389942681,0
204,51000.0,40.5,0.5,16.67,0.47,36.0,1.620690389942681,0
205,51250.0,40.67,0.47,17.0,1.502217960556055,36.0,1.620690389942681,0
206,51500.0,40.25,0.83,16.75,0.43,36.0,1.620690389942681,0
207,51750.0,40.33,0.47,17.0,1.502217960556055,36.0,1.620690389942681,0
208,52000.0,40.5,0.5,16.67,0.47,36.0,1.620690389942681,0
209,52250.0,40.0,1.0,17.0,1.502217960556055,36.0,1.620690389942681,0
210,52500.0,40.25,0.83,16.75,0.43,35.25,1.3,0
211,52750.0,40.5,0.5,17.0,0.71,36.0,1.620690389942681,0
212,53000.0,40.5,0.5,17.0,1.502217960556055,36.0,1.620690389942681,0
213,53250.0,40.5,0.5,18.0,1.502217960556055,36.0,1.620690389942681,0
214,53500.0,40.25,0.83,17.25,0.83,36.0,1.620690389942681,0
215,53750.0,40.67,0.47,17.0,1.502217960556055,36.0,1.620690389942681,0
216,54000.0,40.5,0.5,16.75,0.43,36.0,1.620690389942681,0
217,54250.0,40.5,0.5,16.0,1.502217960556055,35.25,1.3,0
218,54500.0,40.67,0.47,16.75,0.83,36.0,1.620690389942681,0
219,54750.0,40.67,0.47,17.25,0.83,36.0,1.620690389942681,0
220,55000.0,40.25,0.83,15.25,0.83,33.75,1.3,0
221,55250.0,40.33,0.47,11.33,2.49,34.5,1.5,0
222,55500.0,40.25,0.83,4.0,1.22,34.5,1.5,0
223,55750.0,40.0,1.0,4.0,1.0,34.25,1.3,0
224,56000.0,40.25,0.83,4.25,2.17,34.5,1.5,0
225,56250.0,40.25,0.83,5.75,1.3,34.5,1.5,0
226,56500.0,40.5,0.5,11.0,1.87,35.75,0.43,0
227,56750.0,40.5,0.5,10.25,2.28,33.75,1.3,0
228,57000.0,40.0,1.0,10.25,1.92,34.5,1.5,0
229,57250.0,40.0,1.0,12.0,0.71,35.5,0.87,0
230,57500.0,39.33,0.47,11.33,0.47,36.0,1.620690389942681,0
231,57750.0,40.0,1.0,9.33,3.09,34.0,1.41,0
232,58000.0,40.0,0.71,9.25,2.68,33.75,1.3,0
233,58250.0,40.0,1.0,12.0,1.502217960556055,33.75,1.3,0
234,58500.0,39.33,0.47,10.0,1.87,34.0,1.41,0
235,58750.0,39.0,1.4591417477568165,15.33,3.09,36.0,1.620690389942681,0
236,59000.0,39.0,1.4591417477568165,18.0,1.502217960556055,36.0,1.620690389942681,0
237,59250.0,39.0,1.4591417477568165,18.0,1.502217960556055,36.0,1.620690389942681,0
238,59500.0,39.71,0.8,18.92,2.93,36.17,0.37,0
239,59750.0,39.71,0.8,18.92,2.93,36.17,0.37,0
240,60000.0,39.5,1.12,22.0,0.82,36.67,0.94,0
241,60250.0,37.25,1.3,24.0,1.502217960556055,37.5,1.5,0
242,60500.0,38.5,0.5,22.0,1.22,37.0,1.0,0
243,60750.0,38.75,0.43,21.75,0.83,35.25,1.3,0
244,61000.0,39.0,1.4591417477568165,19.75,1.64,32.75,0.43,0
245,61250.0,39.0,1.4591417477568165,15.5,4.27,33.75,1.92,0
246,61500.0,39.25,0.43,22.33,0.94,36.33,0.47,0
247,61750.0,39.5,0.5,24.0,1.502217960556055,36.75,0.83,0
248,62000.0,39.25,0.43,15.5,1.12,33.5,1.5,0
249,62250.0,39.33,0.47,19.5,4.39,37.0,0.82,0
250,62500.0,39.5,0.5,22.0,2.12,36.25,0.43,0
251,62750.0,39.0,1.4591417477568165,17.0,1.22,36.0,1.620690389942681,0
252,63000.0,39.33,0.47,17.0,1.502217960556055,36.0,1.620690389942681,0
253,63250.0,40.5,0.5,17.75,0.43,36.0,1.620690389942681,0
254,63500.0,39.8,0.75,15.0,1.1,35.25,1.3,0
255,63750.0,39.33,0.47,12.5,2.5,36.75,0.83,0
256,64000.0,39.25,0.43,19.25,1.3,37.0,1.0,0
257,64250.0,39.0,1.4591417477568165,18.5,2.29,37.0,1.0,0
258,64500.0,39.0,1.4591417477568165,13.5,0.5,36.0,1.620690389942681,0
259,64750.0,39.25,0.43,15.0,2.12,36.25,0.43,0
260,65000.0,40.25,0.83,16.0,1.22,36.5,0.5,0
261,65250.0,40.75,0.83,11.67,2.36,36.0,1.620690389942681,0
262,65500.0,39.75,0.83,12.75,1.3,36.25,0.43,0
263,65750.0,39.5,0.5,12.0,2.45,36.0,1.620690389942681,0
264,66000.0,39.5,0.5,10.5,2.96,36.25,0.43,0
265,66250.0,39.25,0.43,15.25,1.79,35.25,1.3,0
266,66500.0,39.67,0.47,14.5,1.12,36.0,1.620690389942681,0
267,66750.0,39.5,0.5,9.25,4.55,36.0,1.620690389942681,0
268,67000.0,39.33,0.47,8.0,3.27,36.0,1.620690389942681,0
269,67250.0,39.33,0.47,15.0,0.82,36.0,1.620690389942681,0
270,67500.0,39.75,0.43,18.25,0.83,36.0,1.620690389942681,0
271,67750.0,40.0,1.0,16.75,1.3,36.0,1.620690389942681,0
272,68000.0,40.25,0.83,17.5,1.8,34.5,1.5,0
273,68250.0,40.5,0.5,19.33,0.47,34.5,1.5,0
274,68500.0,40.0,1.0,18.33,0.47,35.0,1.41,0
275,68750.0,39.5,0.5,20.33,0.94,36.0,1.620690389942681,0
276,69000.0,39.33,0.47,22.2,1.47,36.6,0.8,0
277,69250.0,39.0,1.4591417477568165,24.0,1.502217960556055,37.33,0.94,0
278,69500.0,38.5,0.5,24.0,1.502217960556055,36.5,0.5,0
279,69750.0,38.5,0.5,23.5,0.5,36.5,0.5,0
280,70000.0,39.0,1.4591417477568165,24.0,1.502217960556055,36.75,0.83,0
281,70250.0,38.33,0.47,20.67,2.36,36.0,1.620690389942681,0
282,70500.0,38.0,1.0,14.25,1.3,36.0,1.620690389942681,0
283,70750.0,38.25,0.83,16.25,1.92,36.25,0.43,0
284,71000.0,38.5,0.5,17.75,1.79,36.0,1.620690389942681,0
285,71250.0,38.0,1.0,12.25,1.09,36.0,1.620690389942681,0
286,71500.0,38.5,0.5,17.25,2.49,36.25,0.43,0
287,71750.0,38.5,0.5,23.75,0.43,36.75,0.83,0
288,72000.0,39.0,1.4591417477568165,24.25,0.43,37.0,1.0,0
289,72250.0,39.0,1.4591417477568165,23.67,0.47,36.67,0.94,0
290,72500.0,39.0,1.4591417477568165,19.5,1.12,36.25,0.43,0
291,72750.0,39.0,1.4591417477568165,21.25,1.79,36.25,0.43,0
292,73000.0,39.0,1.4591417477568165,22.25,1.3,35.5,0.87,0
293,73250.0,39.0,1.4591417477568165,19.67,1.25,36.0,1.620690389942681,0
294,73500.0,39.0,1.4591417477568165,21.25,0.43,36.25,0.43,0
295,73750.0,39.0,1.4591417477568165,23.5,0.5,36.67,0.47,0
296,74000.0,39.25,0.43,20.33,0.94,36.0,1.620690389942681,0
297,74250.0,39.0,1.4591417477568165,20.0,1.0,36.33,0.47,0
298,74500.0,39.0,1.4591417477568165,23.5,0.5,36.67,0.94,0
299,74750.0,39.0,1.4591417477568165,24.0,1.502217960556055,37.0,1.0,0
300,75000.0,39.0,1.4591417477568165,24.0,1.502217960556055,37.0,1.0,0
301,75250.0,39.0,1.4591417477568165,22.67,1.25,36.33,0.47,0
302,75500.0,38.75,0.43,24.0,1.502217960556055,36.75,0.83,0
303,75750.0,39.0,1.4591417477568165,25.25,0.83,37.5,1.5,0
304,76000.0,39.25,0.43,24.0,1.502217960556055,37.0,1.0,0
305,76250.0,39.25,0.43,24.75,0.83,36.5,0.5,0
306,76500.0,39.0,1.4591417477568165,26.5,0.5,36.5,0.5,0
307,76750.0,38.5,0.5,27.25,0.43,36.75,0.83,0
308,77000.0,38.5,0.5,27.0,0.71,37.25,1.3,0
309,77250.0,39.0,1.4591417477568165,24.75,2.28,37.75,1.3,0
310,77500.0,39.0,1.4591417477568165,16.25,1.64,36.75,0.83,0
311,77750.0,39.0,1.4591417477568165,12.25,2.59,36.0,1.620690389942681,0
312,78000.0,38.5,0.5,12.0,1.502217960556055,36.25,0.43,0
313,78250.0,38.25,0.83,14.0,1.58,36.0,1.620690389942681,0
314,78500.0,38.75,0.43,13.0,1.22,36.25,0.43,0
315,78750.0,39.0,1.4591417477568165,18.5,1.5,36.5,0.87,0
316,79000.0,39.0,1.4591417477568165,22.0,0.71,37.0,1.0,0
317,79250.0,39.5,0.5,21.25,0.43,37.0,1.0,0
318,79500.0,39.5,0.5,21.75,0.43,37.0,1.0,0
319,79750.0,39.5,0.5,23.5,0.87,37.75,1.3,0
320,80000.0,39.5,0.5,23.33,0.47,37.67,0.94,0
321,80250.0,39.5,0.5,23.75,0.43,37.75,1.3,0
322,80500.0,39.0,1.4591417477568165,21.0,0.71,37.25,1.3,0
323,80750.0,39.33,0.47,22.0,1.22,37.33,0.94,0
324,81000.0,39.0,1.4591417477568165,25.0,0.82,37.33,1.25,0
325,81250.0,39.0,1.4591417477568165,24.0,1.502217960556055,37.5,1.12,0
326,81500.0,39.33,0.47,25.33,1.25,37.25,1.3,0
327,81750.0,39.0,1.4591417477568165,25.25,1.09,38.0,1.0,0
328,82000.0,39.0,1.4591417477568165,24.0,0.71,38.25,0.83,0
329,82250.0,39.0,1.4591417477568165,19.0,1.73,37.0,0.71,0
330,82500.0,39.0,1.4591417477568165,18.5,0.5,36.75,0.83,0
331,82750.0,39.0,1.4591417477568165,21.75,2.49,38.0,1.22,0
332,83000.0,39.25,0.43,24.0,1.502217960556055,37.5,1.5,0
333,83250.0,39.0,1.4591417477568165,21.67,1.7,37.0,0.82,0
334,83500.0,39.25,0.43,15.0,1.502217960556055,36.0,1.620690389942681,0
335,83750.0,39.0,1.4591417477568165,19.0,2.74,36.5,0.87,0
336,84000.0,39.0,1.4591417477568165,22.0,1.22,37.0,1.0,0
337,84250.0,39.0,1.4591417477568165,20.0,5.34,38.0,0.82,0
338,84500.0,39.0,1.4591417477568165,15.25,2.17,36.5,0.5,0
339,84750.0,39.0,1.4591417477568165,21.0,1.87,36.5,0.5,0
340,85000.0,39.0,1.4591417477568165,24.0,1.502217960556055,37.25,1.3,0
341,85250.0,39.0,1.4591417477568165,25.25,0.43,37.75,1.3,0
342,85500.0,39.0,1.4591417477568165,23.5,0.87,36.25,0.43,0
343,85750.0,39.25,0.43,24.0,1.502217960556055,36.25,0.43,0
344,86000.0,39.5,0.5,23.75,0.43,36.0,1.620690389942681,0
345,86250.0,39.0,1.4591417477568165,23.75,0.43,36.0,1.620690389942681,0
346,86500.0,39.5,0.5,23.25,0.43,36.0,1.620690389942681,0
347,86750.0,39.5,0.5,23.25,0.43,36.0,1.620690389942681,0
348,87000.0,39.25,0.43,23.33,0.47,36.0,1.620690389942681,0
349,87250.0,39.25,0.43,24.0,1.502217960556055,36.33,0.47,0
350,87500.0,39.0,1.4591417477568165,23.75,0.43,36.5,0.5,0
351,87750.0,39.67,0.47,24.0,1.502217960556055,37.0,0.82,0
352,88000.0,39.5,0.5,24.0,1.502217960556055,36.5,0.5,0
353,88250.0,39.25,0.43,18.5,4.33,34.5,1.5,0
354,88500.0,39.0,1.4591417477568165,21.67,0.94,32.75,0.43,0
355,88750.0,39.25,0.43,19.75,2.95,32.75,0.43,0
356,89000.0,38.75,0.43,22.0,1.22,33.0,1.620690389942681,0
357,89250.0,39.0,1.4591417477568165,14.75,3.7,36.0,1.87,0
358,89500.0,39.25,0.43,8.75,1.64,35.5,1.5,0
359,89750.0,39.0,1.4591417477568165,12.5,1.5,33.0,1.620690389942681,0
360,90000.0,39.0,1.4591417477568165,10.5,1.66,36.0,1.87,0
361,90250.0,39.25,0.43,14.0,4.64,36.0,1.620690389942681,0
362,90500.0,39.0,1.4591417477568165,20.75,0.43,36.25,0.43,0
363,90750.0,39.0,1.4591417477568165,18.33,2.49,35.25,1.3,0
364,91000.0,39.0,1.4591417477568165,15.5,4.39,34.5,1.5,0
365,91250.0,39.0,1.4591417477568165,14.0,1.58,33.75,1.3,0
366,91500.0,39.25,0.43,11.5,5.5,36.0,1.620690389942681,0
